id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors,image
55,tt0071413,11/25/2016,11/25/2016,After five deranged children are involved in a bus wreck they start killing people at the lodge who insulted them or were rude to them.,Peopletoys,https://www.imdb.com/title/tt0071413/,movie,5,88,1974,Horror,1776,5/31/1974,"David Sheldon, Sean MacGregor",https://m.media-amazon.com/images/M/MV5BYTVjMDlmMTItYmNhYS00NzA0LTg0MDktNTI4Mjg0Zjc4MzRlXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_.jpg
56,tt2082408,11/25/2016,11/25/2016,A quest for riches becomes a fight for survival after treasure hunters find snow monsters on a mountain in the Arctic.,Rage of the Yeti,https://www.imdb.com/title/tt2082408/,tvMovie,2.8,86,2011,Horror,863,11/12/2011,David Hewlett,https://m.media-amazon.com/images/M/MV5BZGYzNjBhZTQtOWIyYi00OGI0LThlZjUtYjUwMTU1YjMyMTEwXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg
57,tt1374989,11/25/2016,11/25/2016,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,Pride and Prejudice and Zombies,https://www.imdb.com/title/tt1374989/,movie,5.8,108,2016,"Action, Comedy, Fantasy, Horror, Romance",57965,1/21/2016,Burr Steers,https://m.media-amazon.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_.jpg
58,tt1663662,11/25/2016,11/25/2016,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",Pacific Rim,https://www.imdb.com/title/tt1663662/,movie,6.9,131,2013,"Action, Adventure, Sci-Fi",509414,7/1/2013,Guillermo del Toro,https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_.jpg
59,tt0076457,11/25/2016,11/25/2016,A housewife is stalked by a psycho after she sees him murder a highway patrol officer.,Night Terror,https://www.imdb.com/title/tt0076457/,tvMovie,6,73,1977,Thriller,702,2/7/1977,E.W. Swackhamer,https://m.media-amazon.com/images/M/MV5BMTY3NTg2NTg0OV5BMl5BanBnXkFtZTgwMzIzODk1MDE@._V1_.jpg
60,tt1333125,11/25/2016,11/25/2016,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,Movie 43,https://www.imdb.com/title/tt1333125/,movie,4.3,94,2013,Comedy,107738,1/1/2013,"Rusty Cundieff, Steven Brill, Patrik Forsberg, Bob Odenkirk, Peter Farrelly, James Duffy, James Gunn, Brett Ratner, Elizabeth Banks, Jonathan van Tulleken, Steve Carr, Will Graham, Griffin Dunne",https://m.media-amazon.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_.jpg
61,tt1428538,11/25/2016,11/25/2016,Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,Hansel & Gretel: Witch Hunters,https://www.imdb.com/title/tt1428538/,movie,6.1,88,2013,"Action, Fantasy, Horror",209904,1/17/2013,Tommy Wirkola,https://m.media-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_.jpg
62,tt1817771,11/25/2016,11/25/2016,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers - one human, one vampire, and one zombie - have to team up to figure out how to get rid of th...",Freaks of Nature,https://www.imdb.com/title/tt1817771/,movie,5.9,92,2015,"Comedy, Horror, Sci-Fi",12691,10/30/2015,Robbie Pickering,https://m.media-amazon.com/images/M/MV5BMTk2MTMyMTEzN15BMl5BanBnXkFtZTgwNTE0MDYwNzE@._V1_.jpg
63,tt0120622,11/25/2016,11/25/2016,"After leaving the Wild West, Condemor and Lucas end up shipwrecked in Europe, where a group of spooky people mistake Condemor for Count Dracula and take them to their castle.",Brácula. Condemor II,https://www.imdb.com/title/tt0120622/,movie,3.3,87,1997,"Comedy, Horror, Musical",473,8/13/1997,Álvaro Sáenz de Heredia,https://m.media-amazon.com/images/M/MV5BMzdmNDdhNTktMDVmYy00ZGY3LTk3NDEtZGMyMDlkOTQ5YzMwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
64,tt0362969,11/25/2016,11/25/2016,A veteran policeman named Fernando feels a lot of hatred against Ángel because the boy ran him over with a car leaving him lame. Now Fernando accuses the young crook of having participated in a robbery at a gas station in which a ...,Perros callejeros II,https://www.imdb.com/title/tt0362969/,movie,5.4,100,1979,"Action, Drama",315,10/8/1979,José Antonio de la Loma,https://m.media-amazon.com/images/M/MV5BNWZkNTNiMjUtNTI3Ny00ZTc3LWJiZWYtYjg5MGUxZDliNzdhXkEyXkFqcGdeQXVyMTQ5ODY1ODc@._V1_.jpg
65,tt0115563,11/25/2016,11/25/2016,"French aristocrat Condemor and his assistant Lucas end up in the Wild West. A boy asks them to search for his lost father, who could reveal the path to a hidden treasure.","Aquí llega Condemor, el pecador de la pradera",https://www.imdb.com/title/tt0115563/,movie,2.7,90,1996,"Comedy, Musical, Western",681,6/27/1996,Álvaro Sáenz de Heredia,https://m.media-amazon.com/images/M/MV5BMGJhZGIxOGQtZDM0Yy00NGFmLThmY2ItMDA1NjhjOWQwNDlmXkEyXkFqcGdeQXVyNTI2Njg2OTI@._V1_.jpg
66,tt0194283,11/25/2016,11/25/2016,,Pápa Piquillo,https://www.imdb.com/title/tt0194283/,movie,4,92,1998,"Comedy, Drama",197,,Álvaro Sáenz de Heredia,https://m.media-amazon.com/images/M/MV5BY2ZjMWJhZjUtOTJkMC00MWMwLTlkODctNTFkMjZjZGFjMzViXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_.jpg
67,tt0081823,11/25/2016,11/25/2016,"El Torete and El Vaquilla are two juvenile delinquents with numerous criminal records that coincide in the robbery of the same bank, deciding to be companions thereafter.",Los últimos golpes de 'El Torete',https://www.imdb.com/title/tt0081823/,movie,4.9,96,1980,"Action, Comedy, Crime, Drama, Romance",208,9/25/1980,José Antonio de la Loma,https://m.media-amazon.com/images/M/MV5BZDljNWE2YTMtZDNhNC00OGIyLTlmNGUtYTBlN2YzNGY5ZTM5XkEyXkFqcGdeQXVyMTQ5ODY1ODc@._V1_.jpg
68,tt0087904,11/25/2016,11/25/2016,"Crista, Berta and Sole, are three young people who feel exploited and discriminated by society.",Perras callejeras,https://www.imdb.com/title/tt0087904/,movie,4.3,97,1985,Crime,109,3/15/1985,José Antonio de la Loma,https://m.media-amazon.com/images/M/MV5BNTY4YjZkZDYtOTc2MS00ZjhlLTk3OTEtZjhkZTFhM2QzYzhhXkEyXkFqcGdeQXVyMzEwMDM2NDE@._V1_.jpg
69,tt0076251,11/25/2016,11/25/2016,"A rich young man, Albert, gets involved with sexually loose women and shady drug dealers.",Juventud drogada,https://www.imdb.com/title/tt0076251/,movie,5,,1977,,43,,José Truchado,https://m.media-amazon.com/images/M/MV5BZDJlM2Q5NWItZGJkOS00Mjc5LTgyMzctODA3NmJkMmFjODM0XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_.jpg
70,tt0075398,11/25/2016,11/25/2016,,La viuda andaluza,https://www.imdb.com/title/tt0075398/,movie,4.3,80,1977,Comedy,41,12/5/1977,Francesc Betriu,https://m.media-amazon.com/images/M/MV5BN2FjNDYwZTgtYTlkMS00YjIxLWE2MDAtYmJmNGUyMjY0NzMyXkEyXkFqcGdeQXVyMzM0NTc2MTE@._V1_.jpg
71,tt0384833,11/25/2016,11/25/2016,A genetically-altered fish wreaks havoc on a small fishing town.,Frankenfish,https://www.imdb.com/title/tt0384833/,tvMovie,4.7,84,2004,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",5368,10/9/2004,Mark A.Z. Dippé,https://m.media-amazon.com/images/M/MV5BYTk0NmRiODktOGZmMC00NTk4LWE3MGYtNDgwNTZiZGQ1OTNjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg
72,tt0077904,11/25/2016,11/25/2016,A psychic&apos;s girlfriend finds out that a lump on her back is a growing reincarnation of a 400-year-old demonic Native American spirit.,The Manitou,https://www.imdb.com/title/tt0077904/,movie,5.3,104,1978,"Horror, Sci-Fi",3019,4/15/1978,William Girdler,https://m.media-amazon.com/images/M/MV5BYjFmNjE3MzItOWEyYi00NDlkLWIxNmQtM2RmZjllZTBhYjAzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
73,tt0113858,11/25/2016,11/25/2016,A violent massacre caused by human-sized mosquitoes forces the lone survivors to band together in a fight for survival as the mosquitoes continue their onslaught.,Mosquito,https://www.imdb.com/title/tt0113858/,movie,4.8,92,1994,"Horror, Sci-Fi",2697,11/21/1994,Gary Jones,https://m.media-amazon.com/images/M/MV5BYzUzODI5OGEtNDg3OC00NjAwLTk3MTAtMmM4NzUxZTdkY2M0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
74,tt0084887,11/25/2016,11/25/2016,Post World War III futuristic tale of collapsed governments &amp; bankrupt countries heralding a new lawless age.,Warlords of the 21st Century,https://www.imdb.com/title/tt0084887/,movie,5,91,1982,"Action, Adventure, Sci-Fi",1429,1/31/1982,Harley Cokeliss,https://m.media-amazon.com/images/M/MV5BNWVlZjMzOGUtNTg2OC00NTBmLTgwMDgtMGNiZWQ0YTZhMGE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
75,tt0090630,11/25/2016,11/25/2016,"In a post-apocalyptic wasteland where a tribe of women rule and all men are either ferals or slaves, one men rises up to free the men. Can they coexist in peace or will they die in war?",America 3000,https://www.imdb.com/title/tt0090630/,movie,4.2,92,1986,"Action, Adventure, Comedy, Sci-Fi",1464,4/30/1986,David Engelbach,https://m.media-amazon.com/images/M/MV5BYjJhZWIyNWEtYzI4Yy00Y2E3LTk4YTEtOWYxNTExNTNkZjVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
76,tt0069005,11/25/2016,11/25/2016,Giant mutant rabbits terrorize the south-west.,Night of the Lepus,https://www.imdb.com/title/tt0069005/,movie,4.1,88,1972,"Horror, Sci-Fi, Thriller",5116,9/8/1972,William F. Claxton,https://m.media-amazon.com/images/M/MV5BODY1Yjc0M2EtMGVhNi00ZDkzLTkzMTgtYmU4MzJmNWU5MjcxXkEyXkFqcGdeQXVyNDUxMzI1NTA@._V1_.jpg
77,tt0109912,11/25/2016,11/25/2016,A Los Angeles police detective partners up with a talking gnome in order to bring down the head of a crime ring.,A Gnome Named Gnorm,https://www.imdb.com/title/tt0109912/,movie,4.4,84,1990,"Adventure, Family, Fantasy, Action, Comedy",1305,7/24/1990,Stan Winston,https://m.media-amazon.com/images/M/MV5BYjI1MmQ1OTUtMGM3ZS00YjYxLWI2YjYtNWQ4Y2JmYzBkYWM1XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_.jpg
78,tt0093974,11/25/2016,11/25/2016,"The now-adult Ricky talks to a psychiatrist about how he became a murderer after his brother, Billy, died, which leads back to Mother Superior.","Silent Night, Deadly Night 2",https://www.imdb.com/title/tt0093974/,movie,3.8,88,1987,"Horror, Thriller",8147,4/10/1987,Lee Harry,https://m.media-amazon.com/images/M/MV5BOGMyMDUwMTEtMDEyNi00MDkzLWIxMzQtZDhhNWJkZjgyOTEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
79,tt0094764,11/25/2016,11/25/2016,"In a future where most of mankind and technology is wiped out, six people travel from place to place playing a brutal form of football with a dog skull. They hope one day to play in the league in a city.",The Blood of Heroes,https://www.imdb.com/title/tt0094764/,movie,6.3,90,1989,"Action, Sci-Fi, Sport",7232,9/13/1989,David Webb Peoples,https://m.media-amazon.com/images/M/MV5BMmRmMDk2MDUtNGYzNC00OWE5LWIxMjUtNDI2MmJmNDljZTMyXkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_.jpg
80,tt0086192,11/25/2016,11/25/2016,"After ninjas killed his family, Cho and his son Kane come to America to start a new life. He opens a doll shop but is unwittingly importing heroin in the dolls. When his friend betrays him, Cho must prepare for the ultimate battle.",Revenge of the Ninja,https://www.imdb.com/title/tt0086192/,movie,6,90,1983,"Action, Crime, Drama, Thriller",5485,9/7/1983,Sam Firstenberg,https://m.media-amazon.com/images/M/MV5BYTE1OTk2OWEtMjQ0NC00NWE3LWFkZDAtNzlmN2NjZjc2Mzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
81,tt0092548,11/25/2016,11/25/2016,"On a remote Caribbean island, Army Ranger Joe Armstrong investigates the disappearance of several marines, which leads him to The Lion, a super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja...",American Ninja 2: The Confrontation,https://www.imdb.com/title/tt0092548/,movie,4.9,90,1987,"Action, Comedy, Drama",9141,5/1/1987,Sam Firstenberg,https://m.media-amazon.com/images/M/MV5BZGE5ZDU2MjctZTQ0NS00MDIwLThlZmItZGUwMjMwYzcwNTJjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg
82,tt0047898,11/25/2016,11/25/2016,A mad doctor attempts to create atomic supermen.,Bride of the Monster,https://www.imdb.com/title/tt0047898/,movie,4.1,69,1955,"Horror, Sci-Fi",7325,5/11/1955,Edward D. Wood Jr.,https://m.media-amazon.com/images/M/MV5BMzhjM2VlNmItY2JiOC00M2U1LWE2YzktZmY1ZTJlZmRiZTBhXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg
83,tt0092549,11/25/2016,11/25/2016,A martial arts rock band goes up against a band of motorcycle ninjas who have tightened their grip on Florida&apos;s narcotics trade.,Miami Connection,https://www.imdb.com/title/tt0092549/,movie,5.6,87,1987,"Action, Crime, Music, Thriller",6078,10/26/1987,"Woo-sang Park, Y.K. Kim",https://m.media-amazon.com/images/M/MV5BMjA4MjcxMjYzNl5BMl5BanBnXkFtZTcwMTcyNDc1OA@@._V1_.jpg
84,tt0087805,11/25/2016,11/25/2016,"An evil ninja attempts to avenge his death from beyond the grave, by possessing an innocent woman&apos;s body.",Ninja III: The Domination,https://www.imdb.com/title/tt0087805/,movie,5.4,92,1984,"Action, Fantasy, Thriller",4941,9/14/1984,Sam Firstenberg,https://m.media-amazon.com/images/M/MV5BNGZmMmMxY2MtY2Y4NS00Y2JmLTg1YmQtNzBjNDczYjUyZjgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
85,tt0086896,11/25/2016,11/25/2016,"Molly, a high schooler, secretly earns her living as Angel, a street prostitute whose only family and friends are the ones she works with on the streets. She has to survive against a serial killer who is targeting people of her pr...",Angel,https://www.imdb.com/title/tt0086896/,movie,5.8,94,1983,"Action, Crime, Thriller",4119,11/2/1983,Robert Vincent O'Neil,https://m.media-amazon.com/images/M/MV5BNzk4MmZmODgtNzNjMi00ZTQyLWEwZjgtMzI3NjRlNTA2MWZmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
86,tt0028346,11/25/2016,11/25/2016,Cautionary tale that features a fictionalized take on marijuana use. A trio of drug dealers lead innocent teenagers to become addicted to &quot;reefer&quot; cigarettes by holding wild parties with jazz music.,Tell Your Children,https://www.imdb.com/title/tt0028346/,movie,3.7,66,1936,"Comedy, Crime, Drama",8873,12/1/1938,Louis J. Gasnier,https://m.media-amazon.com/images/M/MV5BMjU0MmNkZGItM2Q2Mi00ZDJkLTgzMWItNzVmOGRmYzFiNDRhXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_.jpg
87,tt0088708,11/25/2016,11/25/2016,"American soldier, obviously very skilled in martial arts, single-handedly takes on mercenaries in the Philippines.",American Ninja,https://www.imdb.com/title/tt0088708/,movie,5.4,95,1985,"Action, Adventure, Romance",15744,8/30/1985,Sam Firstenberg,https://m.media-amazon.com/images/M/MV5BNjcxMzc5ZWQtN2Y2OS00NGNiLWE4MDYtMzAyYWJkN2YyODliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
88,tt0119013,11/25/2016,11/25/2016,An international spy teams up with an arms dealer to escape from a penal colony and rescue his family from a terrorist.,Double Team,https://www.imdb.com/title/tt0119013/,movie,4.8,93,1997,"Action, Comedy, Sci-Fi, Thriller",35268,1/31/1997,Hark Tsui,https://m.media-amazon.com/images/M/MV5BMTEzZTczYjctOGY4Zi00MjFhLWJlMDctZjBiMWU2MDYwZTQ5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg
89,tt0099385,11/25/2016,11/25/2016,"In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.",Death Warrant,https://www.imdb.com/title/tt0099385/,movie,5.7,89,1990,"Action, Crime, Mystery, Thriller",19568,9/14/1990,Deran Sarafian,https://m.media-amazon.com/images/M/MV5BZjM5OTVkMDEtZWU1ZS00ODExLWE0MjktNDE4MTQ5NDk2NmMwXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg
90,tt0116503,11/25/2016,11/25/2016,"The &quot;head&quot; of the family is literally that - a giant head on a tiny body, who psychically controls the rest of his even more unusual family.",Head of the Family,https://www.imdb.com/title/tt0116503/,movie,5.3,82,1996,"Comedy, Horror",2399,11/29/1996,Charles Band,https://m.media-amazon.com/images/M/MV5BZjRmOWY5ZGQtMTY0OS00NGZlLWI0ZjEtNTRlYWNjMmYxMjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
91,tt0098156,11/25/2016,11/25/2016,Robotic Officer Tactical Operation Research. A prototype robot intended for crime combat escapes from the development lab and goes on a killing rampage.,R.O.T.O.R.,https://www.imdb.com/title/tt0098156/,movie,2.7,90,1987,"Action, Sci-Fi, Thriller",3570,10/27/1987,Cullen Blaine,https://m.media-amazon.com/images/M/MV5BMzZkNDYxMWItN2ViNS00YjZmLTllNjMtZDRkZjc1NTdkNzFkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg
92,tt0072913,11/25/2016,11/25/2016,"After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed man he comes across.",Du bi quan wang da po xue di zi,https://www.imdb.com/title/tt0072913/,movie,7.4,93,1976,"Action, Drama, Fantasy",4618,4/24/1976,Jimmy Wang Yu,https://m.media-amazon.com/images/M/MV5BMTcwNjYxMDU2MV5BMl5BanBnXkFtZTgwNDAwMDM4ODE@._V1_.jpg
93,tt0097138,11/25/2016,11/25/2016,A martial artist hunts a killer in a plague-infested urban dump of the future.,Cyborg,https://www.imdb.com/title/tt0097138/,movie,5,86,1989,"Action, Sci-Fi, Thriller",32408,4/7/1989,Albert Pyun,https://m.media-amazon.com/images/M/MV5BMDk0MmYyMWMtOWVhNS00ZTM4LWI0NGEtMTMxYWFjYjVhNWVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
94,tt0115624,11/25/2016,11/25/2016,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",Barb Wire,https://www.imdb.com/title/tt0115624/,movie,3.5,98,1996,"Action, Sci-Fi",29978,5/3/1996,David Hogan,https://m.media-amazon.com/images/M/MV5BYWQ3NTc1YzQtNDJhYS00NDIzLWFmM2EtZjgxNzQwNDQ4YjNmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg
95,tt0089280,11/25/2016,11/25/2016,A young security guard must track down diminutive aliens who kill people even as they make their fantasies come true.,Hobgoblins,https://www.imdb.com/title/tt0089280/,movie,2.1,88,1988,"Comedy, Horror, Sci-Fi",11922,7/14/1988,Rick Sloane,https://m.media-amazon.com/images/M/MV5BMTYzNDYxMTY3N15BMl5BanBnXkFtZTgwNjAxMzkwMzE@._V1_.jpg
96,tt0089038,11/25/2016,11/25/2016,"Somebody with very little Christmas spirit is killing anyone in a Santa suit one London holiday season, and Scotland Yard has to stop him before he makes his exploits an annual tradition.",Dont Open Till Christmas,https://www.imdb.com/title/tt0089038/,movie,4.7,86,1984,"Horror, Mystery",2607,12/19/1984,Edmund Purdom,https://m.media-amazon.com/images/M/MV5BMTljMjAxMzYtMzAxZC00MmViLTljYmEtMzdhYzVlNjUwNzlhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
97,tt0311361,11/25/2016,11/25/2016,Kung-Fu Action / Comedy / Horror / Musical about the second coming.,Jesus Christ Vampire Hunter,https://www.imdb.com/title/tt0311361/,movie,4.9,85,2001,"Action, Comedy, Horror, Musical",4454,6/10/2001,Lee Demarbre,https://m.media-amazon.com/images/M/MV5BMTcwMjY5NzY4OV5BMl5BanBnXkFtZTcwNTk5NjAwMQ@@._V1_.jpg
98,tt0085514,11/25/2016,11/25/2016,"In the year 3000, the Earth has been rendered a desert by nuclear war. A group of survivors goes in search of rare and valuable water, but standing in their way are the evil Exterminators, who live only to cause pain and misery.",Il giustiziere della strada,https://www.imdb.com/title/tt0085514/,movie,5.1,90,1983,"Action, Sci-Fi",1236,8/13/1983,Giuliano Carnimeo,https://m.media-amazon.com/images/M/MV5BZDczMGZjNDctMGUzNi00YjUyLWFjMGEtNjc5NzVkODZmMGI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
99,tt0099817,11/25/2016,11/25/2016,A Renegade Cop is forced to work with an FBI Agent in order to bring down a group of Drug Dealers with sinister plans.,Dark Angel,https://www.imdb.com/title/tt0099817/,movie,6.1,91,1990,"Action, Crime, Horror, Sci-Fi, Thriller",12869,1/26/1990,Craig R. Baxley,https://m.media-amazon.com/images/M/MV5BN2M4ZWY1NzUtMTI0NC00MmFkLTlhZmMtMDBlNWM4NDk4MWMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
100,tt0094612,11/25/2016,11/25/2016,Vengeance drives a tough Detroit cop to stay on the trail of a power-hungry auto magnate who is systematically eliminating his competition.,Action Jackson,https://www.imdb.com/title/tt0094612/,movie,5.5,96,1988,"Action, Comedy, Crime, Thriller",11669,2/12/1988,Craig R. Baxley,https://m.media-amazon.com/images/M/MV5BYjc0Y2E2ZjYtZGQxNi00NDgxLTk0OTctMDAzYTg1MzFmMjI4XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg
101,tt1316037,11/25/2016,11/25/2016,"A horde of mutated birds descends upon the quiet town of Half Moon Bay, California. As the death toll rises, two citizens manage to fight back, but will they survive Birdemic?",Birdemic: Shock and Terror,https://www.imdb.com/title/tt1316037/,movie,1.7,105,2010,"Horror, Thriller",24146,2/27/2010,James Nguyen,https://m.media-amazon.com/images/M/MV5BZTMyNmM1ODYtZmU3OS00NWIwLTg0MWEtNDExY2NlMzYzNTQ4XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg
